START_TIME,STOP_TIME,Located_Indoors,In_Conversation,Holding_Other_Object_Light,Texting,Browsing_Phone,Holding_Other_Object_Heavy,Located_Outdoors,Holding_Drink,Browsing_Computer,On_Video_Call,FaceTime,BP_VideoUnavailable,Indecipherable,Legs_Crossed,Legs_Uncrossed,BP_Other,On_Phone_Call,Typing_Computer,Carrying_Bag_On_Shoulder,Back_Light,Back_Heavy,Holding_Solid_Food,Carrying_Grocery_Bags_Light
2022-02-01 15:35:59.850,2022-02-01 15:36:07.850,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:36:12.850,2022-02-01 15:36:20.850,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:36:24.850,2022-02-01 15:37:22.837,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:37:24.837,2022-02-01 15:37:41.837,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:38:00.837,2022-02-01 15:39:39.825,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:39:42.825,2022-02-01 15:41:42.812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:41:43.812,2022-02-01 15:42:34.812,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:42:47.812,2022-02-01 15:43:07.812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:43:10.812,2022-02-01 15:46:37.787,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:46:44.787,2022-02-01 15:47:03.787,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:47:04.787,2022-02-01 15:47:22.787,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:47:23.787,2022-02-01 15:47:32.787,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:47:37.787,2022-02-01 15:47:57.775,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:48:00.775,2022-02-01 15:48:12.775,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:48:14.775,2022-02-01 15:50:18.762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 15:50:20.762,2022-02-01 15:50:47.762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:50:48.762,2022-02-01 15:51:04.762,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:51:06.762,2022-02-01 15:51:20.762,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:51:22.762,2022-02-01 15:51:24.762,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:51:27.762,2022-02-01 15:53:02.750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:53:04.750,2022-02-01 15:53:33.750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:53:35.750,2022-02-01 15:55:02.737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:55:06.737,2022-02-01 15:55:26.737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:55:27.737,2022-02-01 15:55:44.737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:55:45.737,2022-02-01 15:55:54.737,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:55:57.737,2022-02-01 15:55:58.737,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:56:01.737,2022-02-01 15:56:06.737,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:56:11.737,2022-02-01 15:56:17.725,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:56:23.725,2022-02-01 15:56:27.725,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:56:30.725,2022-02-01 15:56:41.725,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:56:42.725,2022-02-01 15:57:00.725,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:57:22.725,2022-02-01 15:57:35.725,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:58:00.725,2022-02-01 15:58:33.712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2022-02-01 15:58:35.712,2022-02-01 15:59:26.712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 16:02:05.700,2022-02-01 16:24:06.562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 16:24:15.562,2022-02-01 16:25:28.562,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 16:25:51.550,2022-02-01 16:39:10.475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 16:39:16.475,2022-02-01 16:39:55.475,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 16:39:58.475,2022-02-01 16:50:09.412,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 16:50:11.412,2022-02-01 16:51:10.400,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 16:51:13.400,2022-02-01 16:54:43.387,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 16:54:57.387,2022-02-01 16:56:13.375,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 16:56:26.375,2022-02-01 16:56:42.375,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 16:56:43.375,2022-02-01 17:01:39.337,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:01:40.337,2022-02-01 17:03:08.337,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:03:22.337,2022-02-01 17:03:53.325,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:03:54.325,2022-02-01 17:07:11.312,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:07:18.312,2022-02-01 17:07:37.312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:07:38.312,2022-02-01 17:07:55.300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:08:25.300,2022-02-01 17:08:35.300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:08:34.300,2022-02-01 17:08:35.300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:08:45.300,2022-02-01 17:09:01.300,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:09:09.300,2022-02-01 17:14:02.275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:14:11.262,2022-02-01 17:14:24.262,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:14:31.262,2022-02-01 17:34:30.150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:34:34.150,2022-02-01 17:34:54.150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:35:04.137,2022-02-01 17:36:41.137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:37:01.137,2022-02-01 17:37:17.125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:37:18.125,2022-02-01 17:38:32.125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:38:32.125,2022-02-01 17:38:52.125,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:38:52.125,2022-02-01 17:39:34.112,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:39:34.112,2022-02-01 17:39:52.112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:39:52.112,2022-02-01 17:40:28.112,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:40:28.112,2022-02-01 17:40:49.112,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:40:55.112,2022-02-01 17:41:10.112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:41:10.112,2022-02-01 17:41:15.112,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:41:15.112,2022-02-01 17:42:32.100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:42:32.100,2022-02-01 17:43:17.100,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:43:17.100,2022-02-01 17:44:59.087,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:44:59.087,2022-02-01 17:45:22.087,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:45:22.087,2022-02-01 17:45:39.075,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:45:39.075,2022-02-01 17:45:45.075,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:45:45.075,2022-02-01 17:45:51.075,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:45:51.075,2022-02-01 17:45:55.075,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:46:03.075,2022-02-01 17:46:25.075,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:46:26.075,2022-02-01 17:48:38.062,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:48:38.062,2022-02-01 17:48:45.062,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:48:45.062,2022-02-01 17:49:10.062,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:49:11.062,2022-02-01 17:49:44.062,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:49:44.062,2022-02-01 17:50:36.050,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:50:36.050,2022-02-01 17:51:08.050,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:51:08.050,2022-02-01 17:51:41.050,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:51:41.050,2022-02-01 17:51:51.050,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:51:51.050,2022-02-01 17:52:47.037,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:52:47.037,2022-02-01 17:53:00.037,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:53:00.037,2022-02-01 17:53:40.037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:53:40.037,2022-02-01 17:54:04.025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:54:04.025,2022-02-01 17:55:20.025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:55:21.025,2022-02-01 17:56:16.012,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:56:16.012,2022-02-01 17:57:35.012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:57:35.012,2022-02-01 17:58:33.000,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 17:58:33.000,2022-02-01 18:00:31.987,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:00:31.987,2022-02-01 18:01:38.987,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:01:38.987,2022-02-01 18:02:21.987,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:02:21.987,2022-02-01 18:02:47.975,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:02:47.975,2022-02-01 18:03:05.975,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:03:05.975,2022-02-01 18:03:22.975,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:03:23.975,2022-02-01 18:04:07.975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:04:07.975,2022-02-01 18:04:31.962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:04:34.962,2022-02-01 18:05:18.962,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:05:18.962,2022-02-01 18:06:32.962,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:06:32.962,2022-02-01 18:07:09.950,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:07:09.950,2022-02-01 18:08:54.937,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:08:55.937,2022-02-01 18:09:05.937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:09:05.937,2022-02-01 18:09:27.937,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:09:27.937,2022-02-01 18:09:59.937,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:09:59.937,2022-02-01 18:10:46.937,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:10:46.937,2022-02-01 18:12:54.912,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:12:54.912,2022-02-01 18:13:32.912,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:13:32.912,2022-02-01 18:14:08.912,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:14:08.912,2022-02-01 18:16:35.900,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:16:35.900,2022-02-01 18:16:54.900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:16:54.900,2022-02-01 18:17:08.887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:17:09.887,2022-02-01 18:17:18.887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:17:21.887,2022-02-01 18:17:44.887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:17:42.887,2022-02-01 18:18:07.887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:18:07.887,2022-02-01 18:38:01.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:38:01.775,2022-02-01 18:38:09.762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:38:09.762,2022-02-01 18:38:45.762,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:38:46.762,2022-02-01 18:39:47.762,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:39:47.762,2022-02-01 18:40:35.750,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:40:35.750,2022-02-01 18:40:47.750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:40:47.750,2022-02-01 18:41:26.750,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:41:26.750,2022-02-01 18:42:04.750,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:42:04.750,2022-02-01 18:42:54.737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:42:54.737,2022-02-01 18:43:41.737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:43:41.737,2022-02-01 18:44:00.737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:44:22.737,2022-02-01 18:44:51.725,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:44:51.725,2022-02-01 18:45:05.725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:45:05.725,2022-02-01 18:45:36.725,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:45:36.725,2022-02-01 18:46:02.725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:46:02.725,2022-02-01 18:46:16.725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:46:19.725,2022-02-01 18:46:35.712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:46:35.712,2022-02-01 18:47:41.712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:47:41.712,2022-02-01 18:49:06.700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:49:06.700,2022-02-01 18:49:27.700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:49:27.700,2022-02-01 18:49:57.700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:49:57.700,2022-02-01 18:50:41.700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:50:41.700,2022-02-01 18:50:58.687,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:50:58.687,2022-02-01 18:51:28.687,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:51:28.687,2022-02-01 18:51:35.687,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:51:35.687,2022-02-01 18:52:02.687,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:52:42.687,2022-02-01 18:55:14.662,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:55:14.662,2022-02-01 18:56:59.662,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:56:59.662,2022-02-01 18:57:48.650,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 18:57:48.650,2022-02-01 19:04:35.612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:04:35.612,2022-02-01 19:05:03.612,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:05:03.612,2022-02-01 19:11:07.575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:11:07.575,2022-02-01 19:16:41.537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:16:41.537,2022-02-01 19:18:51.525,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:18:51.525,2022-02-01 19:21:23.512,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:21:23.512,2022-02-01 19:28:13.475,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:28:13.475,2022-02-01 19:29:27.462,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:29:27.462,2022-02-01 19:29:38.462,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:29:43.462,2022-02-01 19:31:59.450,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-02-01 19:32:02.450,2022-02-01 19:33:11.437,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:33:12.437,2022-02-01 19:53:02.325,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:53:02.325,2022-02-01 19:54:32.312,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:54:32.312,2022-02-01 19:55:31.312,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:55:31.312,2022-02-01 19:57:52.300,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 19:57:52.300,2022-02-01 20:01:27.275,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:01:27.275,2022-02-01 20:02:35.262,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:02:35.262,2022-02-01 20:07:28.237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:07:34.237,2022-02-01 20:07:57.237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:07:57.237,2022-02-01 20:08:09.237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:08:09.237,2022-02-01 20:09:45.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:09:45.225,2022-02-01 20:12:02.212,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2022-02-01 20:12:03.212,2022-02-01 20:12:24.212,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2022-02-01 20:12:26.212,2022-02-01 20:12:50.200,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2022-02-01 20:12:51.200,2022-02-01 20:12:59.200,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2022-02-01 20:12:59.200,2022-02-01 20:13:11.200,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2022-02-01 20:13:11.200,2022-02-01 20:13:18.200,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2022-02-01 20:13:18.200,2022-02-01 20:13:44.200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:13:56.200,2022-02-01 20:16:43.187,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:16:44.187,2022-02-01 20:19:22.162,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:19:30.162,2022-02-01 20:20:10.162,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:20:16.162,2022-02-01 20:21:10.150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:21:08.162,2022-02-01 20:21:24.150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:21:30.150,2022-02-01 20:21:57.150,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:21:57.150,2022-02-01 20:24:22.137,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01 20:24:22.137,2022-02-01 20:25:07.137,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
