START_TIME,STOP_TIME,Located_Indoors,Texting,Browsing_Phone,In_Conversation,Located_Outdoors,Browsing_Computer,On_Video_Call,FaceTime,BP_VideoUnavailable,Indecipherable,Holding_Drink,Typing_Computer,Carrying_Grocery_Bags_Light,Holding_Other_Object_Light,Holding_Solid_Food,Handwriting,On_Phone_Call,Holding_Book,Reader,Legs_Uncrossed,Legs_Crossed,Carrying_Bag_On_Shoulder,Back_Light
2021-12-08 10:44:37.150,2021-12-08 10:44:42.150000,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:44:44.150,2021-12-08 10:50:52.150000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:44:44.150,2021-12-08 10:50:52.150000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:50:54.150,2021-12-08 10:51:26.150000,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:50:54.150,2021-12-08 10:51:26.150000,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:51:28.150,2021-12-08 10:54:13.137000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:51:28.150,2021-12-08 10:54:13.137000,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:54:18.137,2021-12-08 10:55:10.137000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:54:18.137,2021-12-08 10:55:10.137000,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:55:20.137,2021-12-08 11:01:53.137000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 10:55:20.137,2021-12-08 11:01:53.137000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:01:55.137,2021-12-08 11:02:23.125000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:01:55.137,2021-12-08 11:02:23.125000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:02:33.125,2021-12-08 11:04:59.125000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:02:33.125,2021-12-08 11:04:59.125000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:05:03.125,2021-12-08 11:10:30.125000,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:05:03.125,2021-12-08 11:10:30.125000,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:10:37.125,2021-12-08 11:13:12.112000,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:10:37.125,2021-12-08 11:13:12.112000,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:13:18.112,2021-12-08 11:14:21.112000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:13:18.112,2021-12-08 11:14:21.112000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:14:23.112,2021-12-08 11:17:53.112000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:14:23.112,2021-12-08 11:17:53.112000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:17:55.112,2021-12-08 11:19:30.112000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:17:55.112,2021-12-08 11:19:30.112000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:19:35.112,2021-12-08 11:29:21.100000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:19:35.112,2021-12-08 11:29:21.100000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:29:22.100,2021-12-08 11:36:10.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:29:22.100,2021-12-08 11:36:10.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:36:31.087,2021-12-08 11:36:47.087000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:36:31.087,2021-12-08 11:36:47.087000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:36:53.087,2021-12-08 11:37:24.087000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:36:53.087,2021-12-08 11:37:24.087000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:37:31.087,2021-12-08 11:38:33.087000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:37:31.087,2021-12-08 11:38:33.087000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:38:35.087,2021-12-08 11:38:43.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:38:35.087,2021-12-08 11:38:43.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:38:43.087,2021-12-08 11:38:52.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:38:43.087,2021-12-08 11:38:52.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:38:54.087,2021-12-08 11:39:15.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:38:54.087,2021-12-08 11:39:15.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:39:16.087,2021-12-08 11:39:32.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:39:16.087,2021-12-08 11:39:32.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:39:33.087,2021-12-08 11:40:02.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:39:33.087,2021-12-08 11:40:02.087000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:40:12.087,2021-12-08 11:43:31.087000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:40:12.087,2021-12-08 11:43:31.087000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:43:34.087,2021-12-08 11:44:00.087000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:43:34.087,2021-12-08 11:44:00.087000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:44:00.087,2021-12-08 11:46:49.075000,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:44:00.087,2021-12-08 11:46:49.075000,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:46:53.075,2021-12-08 11:47:46.075000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:46:53.075,2021-12-08 11:47:46.075000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:47:59.075,2021-12-08 11:48:49.075000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:47:59.075,2021-12-08 11:48:49.075000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:49:00.075,2021-12-08 11:50:19.075000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:49:00.075,2021-12-08 11:50:19.075000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:50:29.075,2021-12-08 11:52:31.075000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:50:29.075,2021-12-08 11:52:31.075000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:52:32.075,2021-12-08 11:52:48.075000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:52:32.075,2021-12-08 11:52:48.075000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:52:49.075,2021-12-08 11:55:06.075000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:52:49.075,2021-12-08 11:55:06.075000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:55:42.062,2021-12-08 12:07:17.050000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 11:55:42.062,2021-12-08 12:07:17.050000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:07:18.050,2021-12-08 12:07:37.050000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:07:18.050,2021-12-08 12:07:37.050000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:08:47.050,2021-12-08 12:12:49.050000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:08:47.050,2021-12-08 12:12:49.050000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:13:04.050,2021-12-08 12:13:24.050000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:13:04.050,2021-12-08 12:13:24.050000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:13:32.050,2021-12-08 12:14:03.050000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:13:32.050,2021-12-08 12:14:03.050000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:14:15.050,2021-12-08 12:14:42.050000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:14:15.050,2021-12-08 12:14:42.050000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:15:00.050,2021-12-08 12:16:32.050000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-12-08 12:15:00.050,2021-12-08 12:16:32.050000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-12-08 12:17:00.050,2021-12-08 12:40:40.012000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:17:00.050,2021-12-08 12:40:40.012000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:40:51.012,2021-12-08 12:41:13.012000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:40:51.012,2021-12-08 12:41:13.012000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:41:16.012,2021-12-08 12:41:23.012000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:41:16.012,2021-12-08 12:41:23.012000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:41:25.012,2021-12-08 12:41:49.012000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:41:25.012,2021-12-08 12:41:49.012000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:42:37.012,2021-12-08 12:42:50.012000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:42:37.012,2021-12-08 12:42:50.012000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:42:54.012,2021-12-08 12:43:06.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:42:54.012,2021-12-08 12:43:06.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:43:07.012,2021-12-08 12:43:09.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:43:07.012,2021-12-08 12:43:09.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:43:10.012,2021-12-08 12:43:15.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:43:10.012,2021-12-08 12:43:15.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:43:22.012,2021-12-08 12:44:00.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:43:22.012,2021-12-08 12:44:00.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:44:02.012,2021-12-08 12:44:55.012000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:44:02.012,2021-12-08 12:44:55.012000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:45:01.012,2021-12-08 12:47:40.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:45:01.012,2021-12-08 12:47:40.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:47:41.012,2021-12-08 12:47:45.012000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:47:41.012,2021-12-08 12:47:45.012000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:47:49.012,2021-12-08 12:48:19.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:47:49.012,2021-12-08 12:48:19.012000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:48:21.012,2021-12-08 12:49:18,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:48:21.012,2021-12-08 12:49:18,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:49:19.000,2021-12-08 12:50:11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:49:19.000,2021-12-08 12:50:11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:50:13.000,2021-12-08 12:50:30,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:50:13.000,2021-12-08 12:50:30,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:50:33.000,2021-12-08 12:52:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:50:33.000,2021-12-08 12:52:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:52:14.000,2021-12-08 12:53:24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:52:14.000,2021-12-08 12:53:24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:53:25.000,2021-12-08 12:55:50,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:53:25.000,2021-12-08 12:55:50,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:56:00.000,2021-12-08 12:57:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:56:00.000,2021-12-08 12:57:03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:57:23.000,2021-12-08 13:00:09.987000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 12:57:23.000,2021-12-08 13:00:09.987000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:00:16.987,2021-12-08 13:00:28.987000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:00:16.987,2021-12-08 13:00:28.987000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:00:31.987,2021-12-08 13:00:38.987000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:00:31.987,2021-12-08 13:00:38.987000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:00:42.987,2021-12-08 13:04:42.987000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:00:42.987,2021-12-08 13:04:42.987000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:04:44.987,2021-12-08 13:05:23.987000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:04:44.987,2021-12-08 13:05:23.987000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:05:23.987,2021-12-08 13:05:41.987000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:05:23.987,2021-12-08 13:05:41.987000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:05:43.987,2021-12-08 13:05:56.987000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:05:43.987,2021-12-08 13:05:56.987000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:06:02.987,2021-12-08 13:14:41.975000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:06:02.987,2021-12-08 13:14:41.975000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:14:47.975,2021-12-08 13:14:56.975000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:14:47.975,2021-12-08 13:14:56.975000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:14:58.975,2021-12-08 13:15:01.975000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:14:58.975,2021-12-08 13:15:01.975000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:15:02.975,2021-12-08 13:15:10.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:15:02.975,2021-12-08 13:15:10.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:15:10.975,2021-12-08 13:15:16.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:15:10.975,2021-12-08 13:15:16.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:15:17.975,2021-12-08 13:15:36.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:15:17.975,2021-12-08 13:15:36.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:15:36.975,2021-12-08 13:15:42.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:15:36.975,2021-12-08 13:15:42.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:15:43.975,2021-12-08 13:16:08.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:15:43.975,2021-12-08 13:16:08.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:16:09.975,2021-12-08 13:16:39.975000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:16:09.975,2021-12-08 13:16:39.975000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:16:40.975,2021-12-08 13:16:46.975000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:16:40.975,2021-12-08 13:16:46.975000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:16:47.975,2021-12-08 13:17:12.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:16:47.975,2021-12-08 13:17:12.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:17:16.975,2021-12-08 13:18:12.975000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:17:16.975,2021-12-08 13:18:12.975000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:18:23.975,2021-12-08 13:19:07.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:18:23.975,2021-12-08 13:19:07.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:20:06.975,2021-12-08 13:20:07.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:20:06.975,2021-12-08 13:20:07.975000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:20:07.975,2021-12-08 13:20:17.975000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:20:07.975,2021-12-08 13:20:17.975000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:20:21.975,2021-12-08 13:21:48.962000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:20:21.975,2021-12-08 13:21:48.962000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:21:53.962,2021-12-08 13:22:04.962000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:21:53.962,2021-12-08 13:22:04.962000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:05.962,2021-12-08 13:22:10.962000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:05.962,2021-12-08 13:22:10.962000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:10.962,2021-12-08 13:22:12.962000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:10.962,2021-12-08 13:22:12.962000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:17.962,2021-12-08 13:22:19.962000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:17.962,2021-12-08 13:22:19.962000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:19.962,2021-12-08 13:22:23.962000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:19.962,2021-12-08 13:22:23.962000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:30.962,2021-12-08 13:22:46.962000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:30.962,2021-12-08 13:22:46.962000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:55.962,2021-12-08 13:24:24.962000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:22:55.962,2021-12-08 13:24:24.962000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:24:27.962,2021-12-08 13:24:45.962000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08 13:24:27.962,2021-12-08 13:24:45.962000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
