START_TIME,STOP_TIME,Posture_Indecipherable,Video_Insufficient,In_Position_Sitting,In_Position_Upright,Lying_On_Back,Lying_On_Left_Side,In_Position_Reclining_Slouching,In_Position_Kneeling,Posture_Other)
2022-03-31 02:10:28.637,2022-03-31 02:12:47.612,0,0,1,0,0,0,0,0,0
2022-03-31 02:12:48.612,2022-03-31 02:14:39.600,0,0,1,0,0,0,0,0,0
2022-03-31 02:14:40.600,2022-03-31 02:15:31.600,0,0,1,0,0,0,0,0,0
2022-03-31 02:15:32.600,2022-03-31 02:16:10.587,0,0,1,0,0,0,0,0,0
2022-03-31 02:16:11.587,2022-03-31 02:16:36.587,0,0,1,0,0,0,0,0,0
2022-03-31 02:16:37.587,2022-03-31 02:16:53.587,0,0,1,0,0,0,0,0,0
2022-03-31 02:16:54.587,2022-03-31 02:19:42.562,0,0,1,0,0,0,0,0,0
2022-03-31 02:19:51.562,2022-03-31 02:21:26.550,0,0,1,0,0,0,0,0,0
2022-03-31 02:21:28.550,2022-03-31 02:21:49.537,0,0,1,0,0,0,0,0,0
2022-03-31 02:21:55.537,2022-03-31 02:25:11.512,0,0,1,0,0,0,0,0,0
2022-03-31 02:25:15.512,2022-03-31 02:29:12.487,0,0,1,0,0,0,0,0,0
2022-03-31 02:29:13.487,2022-03-31 02:30:51.475,0,0,1,0,0,0,0,0,0
2022-03-31 02:30:53.475,2022-03-31 02:32:16.462,0,0,1,0,0,0,0,0,0
2022-03-31 02:32:22.462,2022-03-31 02:35:18.437,0,0,1,0,0,0,0,0,0
2022-03-31 02:35:25.437,2022-03-31 02:36:41.425,0,0,1,0,0,0,0,0,0
2022-03-31 02:36:42.425,2022-03-31 02:36:49.425,0,0,1,0,0,0,0,0,0
2022-03-31 02:36:52.425,2022-03-31 02:37:23.412,0,0,1,0,0,0,0,0,0
2022-03-31 02:37:27.412,2022-03-31 02:38:28.412,0,0,1,0,0,0,0,0,0
2022-03-31 02:38:29.412,2022-03-31 02:38:41.400,0,0,1,0,0,0,0,0,0
2022-03-31 02:38:46.400,2022-03-31 02:38:53.400,0,0,1,0,0,0,0,0,0
2022-03-31 02:38:55.400,2022-03-31 02:39:18.400,0,0,0,1,0,0,0,0,0
2022-03-31 02:39:21.400,2022-03-31 02:39:46.400,0,0,0,1,0,0,0,0,0
2022-03-31 02:39:50.400,2022-03-31 02:40:11.387,0,0,0,1,0,0,0,0,0
2022-03-31 02:40:17.387,2022-03-31 02:41:14.387,0,0,0,1,0,0,0,0,0
2022-03-31 02:41:15.387,2022-03-31 02:42:00.375,0,0,0,1,0,0,0,0,0
2022-03-31 02:42:01.375,2022-03-31 02:42:13.375,0,0,0,1,0,0,0,0,0
2022-03-31 02:42:14.375,2022-03-31 02:42:20.375,0,0,0,1,0,0,0,0,0
2022-03-31 02:42:21.375,2022-03-31 02:42:30.375,0,0,0,1,0,0,0,0,0
2022-03-31 02:42:33.375,2022-03-31 02:42:39.375,0,0,0,1,0,0,0,0,0
2022-03-31 02:42:42.375,2022-03-31 02:42:43.375,0,0,0,1,0,0,0,0,0
2022-03-31 02:42:44.375,2022-03-31 02:43:01.375,0,0,0,1,0,0,0,0,0
2022-03-31 02:43:13.362,2022-03-31 02:44:03.362,0,0,0,1,0,0,0,0,0
2022-03-31 02:44:08.362,2022-03-31 02:44:22.362,0,0,1,0,0,0,0,0,0
2022-03-31 02:44:23.362,2022-03-31 02:47:15.337,0,0,1,0,0,0,0,0,0
2022-03-31 02:47:20.337,2022-03-31 02:48:21.325,0,0,1,0,0,0,0,0,0
2022-03-31 02:48:39.325,2022-03-31 02:50:14.312,0,0,1,0,0,0,0,0,0
2022-03-31 02:50:15.312,2022-03-31 02:50:19.312,0,0,1,0,0,0,0,0,0
2022-03-31 02:50:31.312,2022-03-31 02:50:46.312,0,0,1,0,0,0,0,0,0
2022-03-31 02:50:50.300,2022-03-31 02:51:51.300,0,0,1,0,0,0,0,0,0
2022-03-31 02:52:10.300,2022-03-31 02:56:43.262,0,0,1,0,0,0,0,0,0
2022-03-31 02:56:46.262,2022-03-31 02:57:17.250,0,0,1,0,0,0,0,0,0
2022-03-31 02:57:23.250,2022-03-31 02:57:44.250,0,0,1,0,0,0,0,0,0
2022-03-31 02:57:49.250,2022-03-31 02:59:15.237,0,0,1,0,0,0,0,0,0
2022-03-31 02:59:19.237,2022-03-31 03:00:13.225,0,0,1,0,0,0,0,0,0
2022-03-31 03:00:14.225,2022-03-31 03:01:45.212,0,0,1,0,0,0,0,0,0
2022-03-31 03:01:50.212,2022-03-31 03:02:53.212,0,0,1,0,0,0,0,0,0
2022-03-31 03:02:54.212,2022-03-31 03:03:33.200,0,0,1,0,0,0,0,0,0
2022-03-31 03:03:33.200,2022-03-31 03:04:41.187,0,0,1,0,0,0,0,0,0
2022-03-31 03:04:42.187,2022-03-31 03:06:44.175,0,0,1,0,0,0,0,0,0
2022-03-31 03:06:45.175,2022-03-31 03:07:04.175,0,0,1,0,0,0,0,0,0
2022-03-31 03:07:05.175,2022-03-31 03:07:35.175,0,0,1,0,0,0,0,0,0
2022-03-31 03:07:41.162,2022-03-31 03:12:07.137,0,0,1,0,0,0,0,0,0
2022-03-31 03:12:10.137,2022-03-31 03:13:56.112,0,0,1,0,0,0,0,0,0
2022-03-31 03:14:00.112,2022-03-31 03:20:44.062,0,0,1,0,0,0,0,0,0
2022-03-31 03:20:44.062,2022-03-31 03:22:31.050,0,0,1,0,0,0,0,0,0
2022-03-31 03:22:35.050,2022-03-31 03:25:53.025,0,0,1,0,0,0,0,0,0
2022-03-31 03:25:56.025,2022-03-31 03:26:35.012,0,0,1,0,0,0,0,0,0
2022-03-31 03:26:37.012,2022-03-31 03:27:11.012,0,0,1,0,0,0,0,0,0
2022-03-31 03:27:13.012,2022-03-31 03:30:36.975,0,0,1,0,0,0,0,0,0
2022-03-31 03:30:44.975,2022-03-31 03:31:27.975,0,0,1,0,0,0,0,0,0
2022-03-31 03:31:35.975,2022-03-31 03:32:19.962,0,0,0,1,0,0,0,0,0
2022-03-31 03:32:20.962,2022-03-31 03:32:43.962,0,0,0,1,0,0,0,0,0
2022-03-31 03:32:45.962,2022-03-31 03:33:48.950,0,0,0,1,0,0,0,0,0
2022-03-31 03:33:49.950,2022-03-31 03:34:16.950,0,0,0,1,0,0,0,0,0
2022-03-31 03:34:17.950,2022-03-31 03:34:45.950,0,0,0,1,0,0,0,0,0
2022-03-31 03:34:46.950,2022-03-31 03:35:16.937,0,0,0,1,0,0,0,0,0
2022-03-31 03:35:26.937,2022-03-31 03:35:40.937,0,0,0,1,0,0,0,0,0
2022-03-31 03:36:01.937,2022-03-31 03:51:24.812,1,1,0,0,0,0,0,0,0
2022-03-31 03:51:28.812,2022-03-31 03:51:53.812,0,0,0,1,0,0,0,0,0
2022-03-31 03:51:56.812,2022-03-31 03:52:19.800,0,0,0,1,0,0,0,0,0
2022-03-31 03:52:20.800,2022-03-31 03:52:29.800,0,0,0,1,0,0,0,0,0
2022-03-31 03:52:31.800,2022-03-31 04:02:54.712,0,0,1,0,0,0,0,0,0
2022-03-31 04:02:58.712,2022-03-31 04:11:54.650,0,0,1,0,0,0,0,0,0
2022-03-31 04:12:01.637,2022-03-31 04:13:50.625,0,0,1,0,0,0,0,0,0
2022-03-31 04:13:53.625,2022-03-31 04:14:05.625,0,0,1,0,0,0,0,0,0
2022-03-31 04:14:19.625,2022-03-31 04:24:36.537,0,0,1,0,0,0,0,0,0
2022-03-31 04:24:46.537,2022-03-31 04:44:45.375,0,0,1,0,0,0,0,0,0
2022-03-31 04:44:49.375,2022-03-31 04:48:58.337,0,0,1,0,0,0,0,0,0
2022-03-31 04:48:59.337,2022-03-31 04:50:08.337,0,0,1,0,0,0,0,0,0
2022-03-31 04:50:13.325,2022-03-31 04:51:17.325,0,0,1,0,0,0,0,0,0
2022-03-31 04:51:18.325,2022-03-31 04:51:52.312,0,0,1,0,0,0,0,0,0
2022-03-31 04:52:18.312,2022-03-31 04:52:43.312,0,0,1,0,0,0,0,0,0
2022-03-31 04:52:43.312,2022-03-31 04:53:17.300,0,0,1,0,0,0,0,0,0
2022-03-31 04:53:36.300,2022-03-31 05:18:14.100,0,0,1,0,0,0,0,0,0
2022-03-31 05:18:15.100,2022-03-31 05:20:47.087,0,0,1,0,0,0,0,0,0
2022-03-31 05:21:52.075,2022-03-31 05:21:58.075,0,0,0,1,0,0,0,0,0
2022-03-31 05:22:05.075,2022-03-31 05:22:13.075,0,0,0,1,0,0,0,0,0
2022-03-31 05:22:20.075,2022-03-31 05:22:46.062,0,0,0,1,0,0,0,0,0
2022-03-31 05:22:48.062,2022-03-31 05:23:06.062,0,0,0,1,0,0,0,0,0
2022-03-31 05:23:15.062,2022-03-31 05:24:16.050,0,0,0,1,0,0,0,0,0
2022-03-31 05:24:18.050,2022-03-31 05:26:08.037,0,0,0,1,0,0,0,0,0
2022-03-31 05:26:11.037,2022-03-31 05:26:22.037,0,0,0,1,0,0,0,0,0
2022-03-31 05:26:25.037,2022-03-31 05:26:46.037,0,0,0,1,0,0,0,0,0
2022-03-31 05:26:49.037,2022-03-31 05:26:58.025,0,0,0,1,0,0,0,0,0
2022-03-31 08:49:19.650,2022-03-31 08:50:07.650,1,1,0,0,0,0,0,0,0
2022-03-31 08:50:07.650,2022-03-31 08:50:44.637,0,0,0,1,0,0,0,0,0
2022-03-31 08:50:44.637,2022-03-31 08:51:28.637,0,0,0,1,0,0,0,0,0
2022-03-31 08:51:28.637,2022-03-31 08:51:48.637,0,0,1,0,0,0,0,0,0
2022-03-31 08:51:48.637,2022-03-31 08:52:13.637,0,0,1,0,0,0,0,0,0
2022-03-31 08:52:13.637,2022-03-31 08:53:20.637,0,0,0,1,0,0,0,0,0
2022-03-31 08:53:20.637,2022-03-31 08:53:58.637,0,0,0,1,0,0,0,0,0
2022-03-31 08:53:58.637,2022-03-31 09:09:43.600,0,0,1,0,0,0,0,0,0
2022-03-31 09:09:43.600,2022-03-31 09:10:11.600,0,0,1,0,0,0,0,0,0
2022-03-31 09:10:11.600,2022-03-31 09:26:17.562,0,0,1,0,0,0,0,0,0
2022-03-31 09:26:17.562,2022-03-31 09:28:09.550,0,0,1,0,0,0,0,0,0
2022-03-31 09:28:09.550,2022-03-31 09:30:03.550,0,0,1,0,0,0,0,0,0
2022-03-31 09:30:03.550,2022-03-31 09:32:25.550,0,0,1,0,0,0,0,0,0
2022-03-31 09:32:25.550,2022-03-31 09:33:44.537,0,0,1,0,0,0,0,0,0
2022-03-31 09:33:44.537,2022-03-31 09:36:54.537,0,0,1,0,0,0,0,0,0
2022-03-31 09:36:54.537,2022-03-31 09:37:32.537,0,0,1,0,0,0,0,0,0
2022-03-31 09:37:32.537,2022-03-31 09:38:06.537,0,0,0,1,0,0,0,0,0
2022-03-31 09:38:06.537,2022-03-31 09:38:39.525,0,0,0,1,0,0,0,0,0
2022-03-31 09:38:39.525,2022-03-31 09:39:14.525,0,0,0,1,0,0,0,0,0
2022-03-31 09:39:14.525,2022-03-31 09:41:11.525,0,0,1,0,0,0,0,0,0
2022-03-31 09:41:11.525,2022-03-31 09:41:27.525,0,0,1,0,0,0,0,0,0
2022-03-31 09:41:27.525,2022-03-31 09:41:30.525,0,0,1,0,0,0,0,0,0
2022-03-31 09:41:30.525,2022-03-31 09:42:32.525,0,0,1,0,0,0,0,0,0
2022-03-31 09:42:32.525,2022-03-31 09:45:36.512,0,0,1,0,0,0,0,0,0
2022-03-31 09:45:36.512,2022-03-31 09:46:36.512,0,0,1,0,0,0,0,0,0
2022-03-31 09:46:36.512,2022-03-31 09:47:58.512,0,0,1,0,0,0,0,0,0
2022-03-31 09:47:58.512,2022-03-31 09:48:14.512,0,0,1,0,0,0,0,0,0
2022-03-31 09:48:14.512,2022-03-31 09:49:43.500,0,0,1,0,0,0,0,0,0
2022-03-31 09:49:43.500,2022-03-31 09:50:50.500,0,0,1,0,0,0,0,0,0
2022-03-31 09:50:50.500,2022-03-31 09:51:44.500,0,0,1,0,0,0,0,0,0
2022-03-31 09:51:44.500,2022-03-31 09:58:49.487,0,0,1,0,0,0,0,0,0
2022-03-31 09:58:49.487,2022-03-31 09:59:59.475,0,0,1,0,0,0,0,0,0
2022-03-31 09:59:59.475,2022-03-31 10:03:49.475,0,0,1,0,0,0,0,0,0
2022-03-31 10:03:49.475,2022-03-31 10:18:44.437,0,0,1,0,0,0,0,0,0
2022-03-31 10:18:44.437,2022-03-31 10:19:28.437,0,0,0,1,0,0,0,0,0
2022-03-31 10:19:29.437,2022-03-31 10:19:56.437,0,0,0,1,0,0,0,0,0
2022-03-31 10:19:56.437,2022-03-31 10:20:23.437,0,0,0,1,0,0,0,0,0
2022-03-31 10:20:23.437,2022-03-31 10:20:55.437,0,0,0,1,0,0,0,0,0
2022-03-31 10:20:55.437,2022-03-31 10:21:41.425,0,0,0,1,0,0,0,0,0
2022-03-31 10:21:41.425,2022-03-31 10:24:16.425,0,0,0,1,0,0,0,0,0
2022-03-31 10:24:16.425,2022-03-31 10:24:33.425,0,0,0,1,0,0,0,0,0
2022-03-31 10:24:33.425,2022-03-31 10:24:47.425,0,0,0,1,0,0,0,0,0
2022-03-31 10:24:47.425,2022-03-31 10:25:08.425,0,0,0,1,0,0,0,0,0
2022-03-31 10:25:08.425,2022-03-31 10:25:44.425,0,0,1,0,0,0,0,0,0
2022-03-31 10:25:44.425,2022-03-31 11:24:53.287,0,0,1,0,0,0,0,0,0
2022-03-31 11:24:53.287,2022-03-31 11:34:20.262,0,0,1,0,0,0,0,0,0
2022-03-31 11:34:20.262,2022-03-31 11:34:47.262,0,0,0,1,0,0,0,0,0
2022-03-31 11:34:47.262,2022-03-31 11:35:28.262,0,0,0,1,0,0,0,0,0
2022-03-31 11:35:28.262,2022-03-31 11:36:08.262,0,0,0,1,0,0,0,0,0
2022-03-31 11:36:08.262,2022-03-31 11:36:45.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:36:45.250,2022-03-31 11:37:07.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:37:07.250,2022-03-31 11:37:52.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:37:52.250,2022-03-31 11:38:17.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:38:17.250,2022-03-31 11:38:32.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:38:32.250,2022-03-31 11:39:17.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:39:17.250,2022-03-31 11:39:36.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:39:36.250,2022-03-31 11:40:17.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:40:17.250,2022-03-31 11:40:49.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:40:49.250,2022-03-31 11:40:58.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:40:58.250,2022-03-31 11:41:14.250,0,0,0,1,0,0,0,0,0
2022-03-31 11:41:14.250,2022-03-31 11:41:40.237,0,0,0,1,0,0,0,0,0
2022-03-31 11:41:40.237,2022-03-31 11:44:03.237,0,0,0,1,0,0,0,0,0
2022-03-31 11:44:03.237,2022-03-31 11:44:56.237,0,0,0,1,0,0,0,0,0
2022-03-31 11:44:56.237,2022-03-31 11:45:06.237,0,0,0,1,0,0,0,0,0
2022-03-31 11:45:06.237,2022-03-31 11:45:10.237,0,0,0,1,0,0,0,0,0
2022-03-31 11:45:10.237,2022-03-31 11:46:00.237,0,0,0,1,0,0,0,0,0
2022-03-31 11:46:00.237,2022-03-31 11:46:40.237,0,0,0,1,0,0,0,0,0
2022-03-31 11:46:40.237,2022-03-31 11:47:17.225,1,1,0,0,0,0,0,0,0
2022-03-31 11:47:17.225,2022-03-31 11:47:34.225,0,0,1,0,0,0,0,0,0
2022-03-31 11:47:34.225,2022-03-31 11:48:19.225,0,0,0,0,1,0,0,0,0
2022-03-31 11:48:19.225,2022-03-31 11:55:05.212,0,0,0,0,1,0,0,0,0
2022-03-31 11:55:05.212,2022-03-31 12:09:28.175,0,0,0,0,0,1,0,0,0
2022-03-31 12:09:28.175,2022-03-31 12:10:03.175,0,0,0,0,0,0,1,0,0
2022-03-31 12:10:03.175,2022-03-31 12:24:13.150,1,1,0,0,0,0,0,0,0
2022-03-31 12:24:13.150,2022-03-31 13:06:24.050,1,1,0,0,0,0,0,0,0
2022-03-31 13:06:24.050,2022-03-31 13:07:30.037,0,0,0,0,0,0,1,0,0
2022-03-31 13:07:30.037,2022-03-31 13:08:14.037,1,1,0,0,0,0,0,0,0
2022-03-31 13:08:14.037,2022-03-31 13:12:43.025,0,0,0,0,0,0,1,0,0
2022-03-31 13:12:43.025,2022-03-31 13:13:41.025,0,0,0,0,0,0,1,0,0
2022-03-31 13:13:41.025,2022-03-31 13:13:53.025,0,0,0,0,0,0,1,0,0
2022-03-31 13:13:53.025,2022-03-31 13:20:02.012,0,0,0,0,0,0,1,0,0
2022-03-31 13:20:02.012,2022-03-31 13:20:20.012,0,0,0,0,0,0,1,0,0
2022-03-31 13:20:20.012,2022-03-31 13:24:48.000,0,0,0,0,0,0,1,0,0
2022-03-31 13:24:48.000,2022-03-31 13:25:50.000,1,1,0,0,0,0,0,0,0
2022-03-31 13:25:50.000,2022-03-31 13:26:45.000,0,0,0,1,0,0,0,0,0
2022-03-31 13:26:45.000,2022-03-31 13:28:43.987,0,0,0,1,0,0,0,0,0
2022-03-31 13:28:43.987,2022-03-31 13:29:01.987,0,0,0,1,0,0,0,0,0
2022-03-31 13:29:01.987,2022-03-31 13:29:43.987,0,0,0,1,0,0,0,0,0
2022-03-31 13:29:43.987,2022-03-31 13:30:25.987,0,0,0,1,0,0,0,0,0
2022-03-31 13:30:25.987,2022-03-31 13:30:31.987,0,0,0,1,0,0,0,0,0
2022-03-31 13:30:31.987,2022-03-31 13:30:43.987,0,0,0,1,0,0,0,0,0
2022-03-31 13:30:43.987,2022-03-31 13:32:37.987,0,0,0,1,0,0,0,0,0
2022-03-31 13:32:37.987,2022-03-31 13:33:12.987,0,0,0,1,0,0,0,0,0
2022-03-31 13:33:12.987,2022-03-31 13:33:28.987,0,0,0,1,0,0,0,0,0
2022-03-31 13:33:28.987,2022-03-31 13:34:09.975,0,0,0,1,0,0,0,0,0
2022-03-31 13:34:09.975,2022-03-31 13:34:41.975,0,0,0,1,0,0,0,0,0
2022-03-31 13:34:41.975,2022-03-31 13:35:14.975,0,0,0,1,0,0,0,0,0
2022-03-31 13:35:20.975,2022-03-31 13:36:29.975,0,0,0,1,0,0,0,0,0
2022-03-31 13:36:29.975,2022-03-31 13:36:36.975,0,0,0,1,0,0,0,0,0
2022-03-31 13:36:36.975,2022-03-31 13:36:40.975,0,0,0,1,0,0,0,0,0
2022-03-31 13:36:40.975,2022-03-31 13:37:41.975,0,0,0,1,0,0,0,0,0
2022-03-31 13:37:41.975,2022-03-31 13:38:06.975,0,0,1,0,0,0,0,0,0
2022-03-31 13:38:06.975,2022-03-31 13:51:40.937,0,0,1,0,0,0,0,0,0
2022-03-31 13:51:49.937,2022-03-31 13:53:05.937,0,0,1,0,0,0,0,0,0
2022-03-31 13:53:05.937,2022-03-31 13:53:21.937,0,0,1,0,0,0,0,0,0
2022-03-31 13:53:24.937,2022-03-31 13:55:04.937,0,0,1,0,0,0,0,0,0
2022-03-31 13:55:04.937,2022-03-31 13:55:35.925,0,0,1,0,0,0,0,0,0
2022-03-31 13:55:35.925,2022-03-31 14:00:03.925,0,0,1,0,0,0,0,0,0
2022-03-31 14:00:03.925,2022-03-31 14:18:41.875,0,0,1,0,0,0,0,0,0
2022-03-31 14:18:41.875,2022-03-31 14:20:29.875,0,0,1,0,0,0,0,0,0
2022-03-31 14:20:29.875,2022-03-31 14:34:56.837,0,0,1,0,0,0,0,0,0
2022-03-31 14:34:56.837,2022-03-31 14:36:16.837,0,0,1,0,0,0,0,0,0
2022-03-31 14:36:16.837,2022-03-31 14:37:17.837,0,0,1,0,0,0,0,0,0
2022-03-31 14:37:17.837,2022-03-31 14:38:13.837,0,0,1,0,0,0,0,0,0
2022-03-31 14:38:18.825,2022-03-31 14:38:58.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:38:58.825,2022-03-31 14:39:29.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:39:29.825,2022-03-31 14:39:37.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:39:37.825,2022-03-31 14:40:22.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:40:22.825,2022-03-31 14:40:52.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:40:52.825,2022-03-31 14:41:04.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:41:04.825,2022-03-31 14:42:02.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:42:02.825,2022-03-31 14:42:03.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:42:03.825,2022-03-31 14:42:20.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:42:20.825,2022-03-31 14:42:25.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:42:25.825,2022-03-31 14:43:03.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:43:03.825,2022-03-31 14:43:06.825,0,0,0,1,0,0,0,0,0
2022-03-31 14:43:06.825,2022-03-31 14:43:43.812,0,0,0,1,0,0,0,0,0
2022-03-31 14:43:43.812,2022-03-31 14:44:01.812,0,0,0,1,0,0,0,0,0
2022-03-31 14:44:01.812,2022-03-31 14:44:53.812,0,0,0,1,0,0,0,0,0
2022-03-31 14:44:53.812,2022-03-31 14:45:04.812,0,0,0,1,0,0,0,0,0
2022-03-31 14:45:04.812,2022-03-31 14:45:09.812,0,0,0,1,0,0,0,0,0
2022-03-31 14:45:09.812,2022-03-31 14:45:55.812,0,0,0,1,0,0,0,0,0
2022-03-31 14:45:55.812,2022-03-31 14:47:00.812,0,0,0,0,0,0,0,1,0
2022-03-31 14:47:00.812,2022-03-31 14:47:44.812,0,0,0,1,0,0,0,0,0
2022-03-31 14:47:44.812,2022-03-31 16:35:54.562,1,1,0,0,0,0,0,0,0
2022-03-31 16:35:54.562,2022-03-31 16:36:19.550,0,0,0,1,0,0,0,0,0
2022-03-31 16:36:19.550,2022-03-31 16:37:16.550,0,0,0,1,0,0,0,0,0
2022-03-31 16:37:18.550,2022-03-31 16:37:31.550,0,0,1,0,0,0,0,0,0
2022-03-31 16:37:31.550,2022-03-31 16:37:50.550,0,0,1,0,0,0,0,0,0
2022-03-31 16:37:50.550,2022-03-31 16:38:37.550,0,0,1,0,0,0,0,0,0
2022-03-31 16:38:37.550,2022-03-31 16:39:40.550,0,0,1,0,0,0,0,0,0
2022-03-31 16:39:40.550,2022-03-31 16:40:30.550,0,0,0,1,0,0,0,0,0
2022-03-31 16:40:30.550,2022-03-31 16:41:01.550,0,0,0,1,0,0,0,0,0
2022-03-31 16:41:01.550,2022-03-31 16:41:48.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:41:48.537,2022-03-31 16:42:29.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:42:29.537,2022-03-31 16:42:33.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:42:33.537,2022-03-31 16:42:41.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:42:41.537,2022-03-31 16:42:51.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:42:51.537,2022-03-31 16:43:38.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:43:38.537,2022-03-31 16:44:19.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:44:19.537,2022-03-31 16:44:30.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:44:30.537,2022-03-31 16:44:54.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:44:54.537,2022-03-31 16:45:29.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:45:29.537,2022-03-31 16:45:53.537,0,0,0,1,0,0,0,0,0
2022-03-31 16:45:53.537,2022-03-31 16:49:24.525,0,0,1,0,0,0,0,0,0
2022-03-31 16:49:24.525,2022-03-31 16:49:41.525,0,0,0,1,0,0,0,0,0
2022-03-31 16:49:41.525,2022-03-31 16:51:09.525,0,0,0,1,0,0,0,0,0
2022-03-31 16:51:09.525,2022-03-31 16:51:42.525,0,0,0,1,0,0,0,0,0
2022-03-31 16:51:44.525,2022-03-31 16:52:06.525,0,0,0,1,0,0,0,0,0
2022-03-31 16:52:06.525,2022-03-31 16:55:05.512,0,0,0,1,0,0,0,0,0
2022-03-31 16:55:05.512,2022-03-31 16:55:10.512,0,0,0,1,0,0,0,0,0
2022-03-31 16:55:10.512,2022-03-31 16:55:14.512,0,0,0,1,0,0,0,0,0
2022-03-31 16:55:14.512,2022-03-31 16:55:40.512,0,0,0,1,0,0,0,0,0
2022-03-31 16:55:40.512,2022-03-31 16:55:53.512,0,0,0,1,0,0,0,0,0
2022-03-31 16:55:53.512,2022-03-31 16:56:08.512,0,0,0,1,0,0,0,0,0
2022-03-31 16:56:08.512,2022-03-31 16:56:27.512,0,0,0,1,0,0,0,0,0
2022-03-31 16:56:27.512,2022-03-31 16:56:56.512,0,0,0,1,0,0,0,0,0
2022-03-31 16:56:56.512,2022-03-31 16:58:53.500,0,0,0,1,0,0,0,0,0
2022-03-31 16:58:53.500,2022-03-31 16:59:28.500,0,0,0,1,0,0,0,0,0
2022-03-31 16:59:28.500,2022-03-31 16:59:49.500,0,0,0,1,0,0,0,0,0
2022-03-31 16:59:49.500,2022-03-31 16:59:58.500,0,0,0,1,0,0,0,0,0
2022-03-31 17:00:00.500,2022-03-31 17:02:39.500,0,0,1,0,0,0,0,0,0
2022-03-31 17:02:43.500,2022-03-31 17:03:01.487,0,0,1,0,0,0,0,0,0
2022-03-31 17:03:01.487,2022-03-31 17:03:11.487,0,0,1,0,0,0,0,0,0
2022-03-31 17:03:11.487,2022-03-31 17:03:47.487,0,0,1,0,0,0,0,0,0
2022-03-31 17:03:47.487,2022-03-31 17:04:00.487,0,0,1,0,0,0,0,0,0
2022-03-31 17:04:00.487,2022-03-31 17:04:16.487,0,0,1,0,0,0,0,0,0
2022-03-31 17:04:16.487,2022-03-31 17:05:20.487,0,0,1,0,0,0,0,0,0
2022-03-31 17:05:20.487,2022-03-31 17:05:41.487,0,0,0,1,0,0,0,0,0
2022-03-31 17:05:41.487,2022-03-31 17:17:37.462,0,0,1,0,0,0,0,0,0
2022-03-31 17:17:37.462,2022-03-31 17:17:45.462,0,0,0,1,0,0,0,0,0
2022-03-31 17:17:45.462,2022-03-31 17:18:52.462,0,0,0,1,0,0,0,0,0
2022-03-31 17:18:52.462,2022-03-31 17:18:54.462,0,0,0,1,0,0,0,0,0
2022-03-31 17:18:54.462,2022-03-31 17:23:44.450,0,0,0,1,0,0,0,0,0
2022-03-31 17:23:44.450,2022-03-31 17:23:56.450,0,0,0,1,0,0,0,0,0
2022-03-31 17:23:56.450,2022-03-31 17:26:43.437,0,0,0,1,0,0,0,0,0
2022-03-31 17:26:43.437,2022-03-31 17:27:43.437,0,0,1,0,0,0,0,0,0
2022-03-31 17:27:43.437,2022-03-31 17:29:47.425,0,0,1,0,0,0,0,0,0
2022-03-31 17:29:47.425,2022-03-31 17:30:27.425,0,0,0,1,0,0,0,0,0
2022-03-31 17:30:27.425,2022-03-31 17:30:32.425,0,0,0,1,0,0,0,0,0
2022-03-31 17:30:32.425,2022-03-31 17:30:38.425,0,0,0,1,0,0,0,0,0
2022-03-31 17:30:38.425,2022-03-31 17:30:49.425,0,0,0,1,0,0,0,0,0
2022-03-31 17:30:49.425,2022-03-31 17:30:56.425,0,0,0,1,0,0,0,0,0
2022-03-31 17:30:56.425,2022-03-31 17:31:24.425,0,0,0,1,0,0,0,0,0
2022-03-31 17:31:24.425,2022-03-31 17:35:50.412,1,1,0,0,0,0,0,0,0
