START_TIME,STOP_TIME,Posture_Indecipherable,Video_Insufficient,In_Position_Sitting,In_Position_Upright,In_Position_Reclining_Slouching,Lying_On_Left_Side,Lying_On_Back,In_Position_Kneeling,Posture_Other),Lying_On_Right_Side
2022-03-01 21:36:39.325,2022-03-01 21:37:07.325,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:37:07.325,2022-03-01 21:37:17.325,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:37:17.325,2022-03-01 21:38:06.325,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:38:06.325,2022-03-01 21:38:43.312,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:38:43.312,2022-03-01 21:43:28.287,1,1,0,0,0,0,0,0,0,0
2022-03-01 21:43:28.287,2022-03-01 21:44:03.287,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:44:03.287,2022-03-01 21:48:39.262,0,0,1,0,0,0,0,0,0,0
2022-03-01 21:48:39.262,2022-03-01 21:49:51.250,0,0,1,0,0,0,0,0,0,0
2022-03-01 21:49:51.250,2022-03-01 21:50:00.250,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:50:00.250,2022-03-01 21:51:02.250,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:51:02.250,2022-03-01 21:51:29.250,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:51:29.250,2022-03-01 21:52:09.237,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:52:09.237,2022-03-01 21:52:17.237,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:52:17.237,2022-03-01 21:54:01.225,0,0,1,0,0,0,0,0,0,0
2022-03-01 21:54:01.225,2022-03-01 21:54:09.225,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:54:09.225,2022-03-01 21:54:18.225,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:54:18.225,2022-03-01 21:55:07.225,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:55:07.225,2022-03-01 21:55:22.225,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:55:22.225,2022-03-01 21:55:36.225,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:55:36.225,2022-03-01 21:56:16.212,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:56:16.212,2022-03-01 21:56:24.212,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:56:24.212,2022-03-01 21:56:37.212,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:56:37.212,2022-03-01 21:57:01.212,0,0,1,0,0,0,0,0,0,0
2022-03-01 21:57:01.212,2022-03-01 21:58:57.200,0,0,1,0,0,0,0,0,0,0
2022-03-01 21:58:57.200,2022-03-01 21:59:14.200,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:59:14.200,2022-03-01 21:59:58.200,0,0,0,1,0,0,0,0,0,0
2022-03-01 21:59:58.200,2022-03-01 22:01:21.187,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:01:21.187,2022-03-01 22:02:10.187,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:02:10.187,2022-03-01 22:02:23.187,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:02:23.187,2022-03-01 22:04:26.175,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:04:26.175,2022-03-01 22:08:48.150,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:08:48.150,2022-03-01 22:08:59.150,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:08:59.150,2022-03-01 22:09:20.137,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:09:20.137,2022-03-01 22:09:34.137,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:09:34.137,2022-03-01 22:22:20.062,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:22:21.062,2022-03-01 22:22:37.062,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:22:37.062,2022-03-01 22:25:46.050,1,1,0,0,0,0,0,0,0,0
2022-03-01 22:25:46.050,2022-03-01 22:27:11.037,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:27:11.037,2022-03-01 22:29:09.025,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:29:09.025,2022-03-01 22:29:21.025,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:29:21.025,2022-03-01 22:34:36.000,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:34:36.000,2022-03-01 22:36:51.987,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:36:51.987,2022-03-01 22:37:35.975,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:37:35.975,2022-03-01 22:38:25.975,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:38:25.975,2022-03-01 22:39:04.975,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:39:04.975,2022-03-01 22:40:29.962,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:40:29.962,2022-03-01 22:47:26.925,1,1,0,0,0,0,0,0,0,0
2022-03-01 22:47:26.925,2022-03-01 22:48:06.925,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:48:06.925,2022-03-01 22:48:41.912,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:48:41.912,2022-03-01 22:49:06.912,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:49:06.912,2022-03-01 22:49:17.912,0,0,0,1,0,0,0,0,0,0
2022-03-01 22:49:17.912,2022-03-01 22:50:18.912,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:50:18.912,2022-03-01 22:58:06.862,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:58:06.862,2022-03-01 22:58:23.862,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:58:23.862,2022-03-01 22:58:42.862,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:58:42.862,2022-03-01 22:59:06.862,0,0,1,0,0,0,0,0,0,0
2022-03-01 22:59:06.862,2022-03-01 23:00:26.850,0,0,1,0,0,0,0,0,0,0
2022-03-01 23:00:26.850,2022-03-01 23:00:49.850,0,0,1,0,0,0,0,0,0,0
2022-03-01 23:00:49.850,2022-03-01 23:08:40.800,0,0,1,0,0,0,0,0,0,0
2022-03-01 23:08:40.800,2022-03-01 23:08:51.800,0,0,0,1,0,0,0,0,0,0
2022-03-01 23:08:51.800,2022-03-01 23:09:32.800,0,0,0,1,0,0,0,0,0,0
2022-03-01 23:09:32.800,2022-03-01 23:09:55.800,0,0,0,1,0,0,0,0,0,0
2022-03-01 23:09:55.800,2022-03-01 23:10:14.787,0,0,0,1,0,0,0,0,0,0
2022-03-01 23:10:14.787,2022-03-01 23:10:32.787,0,0,0,1,0,0,0,0,0,0
2022-03-01 23:10:35.787,2022-03-01 23:11:38.787,0,0,0,0,1,0,0,0,0,0
2022-03-01 23:11:38.787,2022-03-01 23:15:50.762,0,0,1,0,0,0,0,0,0,0
2022-03-01 23:15:50.762,2022-03-01 23:59:15.512,0,0,1,0,0,0,0,0,0,0
2022-03-01 23:59:15.512,2022-03-01 23:59:57.512,0,0,0,0,0,1,0,0,0,0
2022-03-01 23:59:57.512,2022-03-02 00:04:35.487,0,0,1,0,0,0,0,0,0,0
2022-03-02 00:04:35.487,2022-03-02 00:07:17.462,0,0,1,0,0,0,0,0,0,0
2022-03-02 00:07:17.462,2022-03-02 00:23:28.375,0,0,1,0,0,0,0,0,0,0
2022-03-02 00:23:28.375,2022-03-02 00:27:12.350,0,0,0,0,1,0,0,0,0,0
2022-03-02 00:27:12.350,2022-03-02 00:27:37.350,0,0,0,1,0,0,0,0,0,0
2022-03-02 00:27:37.350,2022-03-02 00:32:38.325,1,1,0,0,0,0,0,0,0,0
2022-03-02 00:32:38.325,2022-03-02 00:32:42.325,0,0,0,1,0,0,0,0,0,0
2022-03-02 00:32:42.325,2022-03-02 00:32:58.325,0,0,1,0,0,0,0,0,0,0
2022-03-02 00:32:58.325,2022-03-02 00:33:44.312,0,0,0,1,0,0,0,0,0,0
2022-03-02 00:33:44.312,2022-03-02 00:34:59.312,0,0,0,0,1,0,0,0,0,0
2022-03-02 00:34:59.312,2022-03-02 00:36:04.300,0,0,0,0,1,0,0,0,0,0
2022-03-02 00:36:04.300,2022-03-02 00:36:26.300,0,0,0,0,1,0,0,0,0,0
2022-03-02 00:36:26.300,2022-03-02 00:36:44.300,0,0,0,0,1,0,0,0,0,0
2022-03-02 00:36:44.300,2022-03-02 00:58:38.175,0,0,0,0,1,0,0,0,0,0
2022-03-02 00:58:38.175,2022-03-02 00:58:47.175,0,0,0,1,0,0,0,0,0,0
2022-03-02 00:58:47.175,2022-03-02 00:59:25.175,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:46:26.712,2022-03-02 11:47:00.275,1,1,0,0,0,0,0,0,0,0
2022-03-02 11:47:01.275,2022-03-02 11:47:16.275,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:47:16.275,2022-03-02 11:47:27.275,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:47:28.275,2022-03-02 11:53:03.250,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:53:05.250,2022-03-02 11:53:10.250,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:53:13.250,2022-03-02 11:53:49.250,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:53:51.250,2022-03-02 11:54:21.250,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:54:22.250,2022-03-02 11:54:44.237,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:54:45.237,2022-03-02 11:54:55.237,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:54:56.237,2022-03-02 11:57:42.237,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:57:44.237,2022-03-02 11:58:21.225,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:58:23.225,2022-03-02 11:58:44.225,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:58:44.225,2022-03-02 11:59:25.225,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:59:25.225,2022-03-02 11:59:33.225,0,0,0,1,0,0,0,0,0,0
2022-03-02 11:59:36.225,2022-03-02 12:05:50.200,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:05:51.200,2022-03-02 12:05:59.200,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:05:59.200,2022-03-02 12:07:29.200,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:07:31.200,2022-03-02 12:08:28.187,0,0,1,0,0,0,0,0,0,0
2022-03-02 12:08:29.187,2022-03-02 12:09:19.187,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:09:19.187,2022-03-02 12:11:12.175,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:11:13.175,2022-03-02 12:11:31.175,0,0,0,0,0,0,0,1,0,0
2022-03-02 12:11:31.175,2022-03-02 12:11:39.175,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:11:40.175,2022-03-02 12:11:48.175,0,0,0,0,0,0,0,1,0,0
2022-03-02 12:11:48.175,2022-03-02 12:12:03.175,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:12:03.175,2022-03-02 12:12:21.175,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:12:22.175,2022-03-02 12:13:00.175,0,0,0,0,0,0,0,1,0,0
2022-03-02 12:13:00.175,2022-03-02 12:20:44.137,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:20:44.137,2022-03-02 12:21:09.137,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:21:11.137,2022-03-02 12:21:39.137,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:21:39.137,2022-03-02 12:24:28.125,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:24:30.125,2022-03-02 12:24:58.125,0,0,0,0,0,0,0,1,0,0
2022-03-02 12:24:59.125,2022-03-02 12:25:13.125,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:25:14.125,2022-03-02 12:28:21.112,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:28:22.112,2022-03-02 12:30:11.100,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:30:12.100,2022-03-02 12:34:45.087,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:34:46.087,2022-03-02 12:34:57.087,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:34:59.087,2022-03-02 12:35:47.087,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:35:48.087,2022-03-02 12:37:49.075,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:37:50.075,2022-03-02 12:40:31.062,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:40:32.062,2022-03-02 12:40:42.062,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:40:43.062,2022-03-02 12:40:55.062,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:40:56.062,2022-03-02 12:41:03.062,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:41:04.062,2022-03-02 12:41:21.062,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:41:22.062,2022-03-02 12:41:35.062,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:41:36.062,2022-03-02 12:43:16.050,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:43:18.050,2022-03-02 12:43:31.050,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:43:32.050,2022-03-02 12:44:18.050,0,0,0,1,0,0,0,0,0,0
2022-03-02 12:44:18.050,2022-03-02 13:09:59.950,1,1,0,0,0,0,0,0,0,0
2022-03-02 13:09:59.950,2022-03-02 13:16:21.925,0,0,1,0,0,0,0,0,0,0
2022-03-02 13:16:24.925,2022-03-02 13:16:30.925,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:16:31.925,2022-03-02 13:16:43.925,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:16:46.925,2022-03-02 13:17:41.925,0,0,0,0,0,0,1,0,0,0
2022-03-02 13:17:44.925,2022-03-02 13:17:59.925,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:18:02.925,2022-03-02 13:18:24.925,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:18:26.925,2022-03-02 13:18:31.912,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:18:31.912,2022-03-02 13:18:34.912,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:18:38.912,2022-03-02 13:19:10.912,0,0,1,0,0,0,0,0,0,0
2022-03-02 13:19:13.912,2022-03-02 13:19:15.912,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:19:16.912,2022-03-02 13:23:07.900,1,1,0,0,0,0,0,0,0,0
2022-03-02 13:23:08.900,2022-03-02 13:23:21.900,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:23:25.900,2022-03-02 13:29:17.875,0,0,0,0,1,0,0,0,0,0
2022-03-02 13:29:18.875,2022-03-02 13:29:41.875,0,0,0,0,1,0,0,0,0,0
2022-03-02 13:29:42.875,2022-03-02 13:30:10.875,0,0,0,0,1,0,0,0,0,0
2022-03-02 13:30:12.875,2022-03-02 13:32:46.862,0,0,0,0,1,0,0,0,0,0
2022-03-02 13:32:46.862,2022-03-02 13:51:02.787,0,0,0,0,1,0,0,0,0,0
2022-03-02 13:51:02.787,2022-03-02 13:51:28.787,0,0,0,0,1,0,0,0,0,0
2022-03-02 13:51:28.787,2022-03-02 13:52:26.787,0,0,0,0,1,0,0,0,0,0
2022-03-02 13:52:31.787,2022-03-02 13:52:45.787,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:52:46.787,2022-03-02 13:52:50.787,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:52:51.787,2022-03-02 13:54:12.775,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:54:13.775,2022-03-02 13:54:31.775,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:54:33.775,2022-03-02 13:55:17.775,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:55:18.775,2022-03-02 13:58:39.762,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:58:40.762,2022-03-02 13:59:20.762,1,1,0,0,0,0,0,0,0,0
2022-03-02 13:59:21.762,2022-03-02 13:59:53.762,0,0,0,1,0,0,0,0,0,0
2022-03-02 13:59:54.762,2022-03-02 14:01:09.750,1,1,0,0,0,0,0,0,0,0
2022-03-02 14:01:10.750,2022-03-02 14:01:20.750,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:01:21.750,2022-03-02 14:02:37.750,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:02:37.750,2022-03-02 14:07:41.725,1,1,0,0,0,0,0,0,0,0
2022-03-02 14:07:41.725,2022-03-02 14:10:57.712,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:10:58.712,2022-03-02 14:12:31.712,1,1,0,0,0,0,0,0,0,0
2022-03-02 14:12:32.712,2022-03-02 14:12:49.712,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:12:50.712,2022-03-02 14:12:58.712,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:12:59.712,2022-03-02 14:16:01.700,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:16:02.700,2022-03-02 14:16:10.700,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:16:13.700,2022-03-02 14:16:51.687,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:16:51.687,2022-03-02 14:17:19.687,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:17:19.687,2022-03-02 14:17:51.687,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:17:53.687,2022-03-02 14:18:18.687,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:18:18.687,2022-03-02 14:18:24.687,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:18:24.687,2022-03-02 14:19:24.687,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:19:25.687,2022-03-02 14:19:35.687,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:19:36.687,2022-03-02 14:20:11.675,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:20:12.675,2022-03-02 14:20:50.675,0,0,0,1,0,0,0,0,0,0
2022-03-02 14:20:52.675,2022-03-02 14:28:32.650,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:28:35.650,2022-03-02 14:28:44.650,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:28:44.650,2022-03-02 14:28:52.650,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:28:53.650,2022-03-02 14:29:19.650,0,0,1,0,0,0,0,0,0,0
2022-03-02 14:29:21.650,2022-03-02 14:29:29.650,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:29:30.637,2022-03-02 14:31:35.637,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:31:36.637,2022-03-02 14:32:02.637,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:32:02.637,2022-03-02 14:32:39.637,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:32:39.637,2022-03-02 14:33:09.625,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:33:11.625,2022-03-02 14:37:01.612,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:37:03.612,2022-03-02 14:37:24.612,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:37:25.612,2022-03-02 14:38:00.612,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:38:00.612,2022-03-02 14:41:20.600,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:41:20.600,2022-03-02 14:50:42.562,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:50:42.562,2022-03-02 14:55:17.550,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:55:18.537,2022-03-02 14:55:39.537,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:55:41.537,2022-03-02 14:57:10.537,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:57:10.537,2022-03-02 14:57:20.537,0,0,0,0,1,0,0,0,0,0
2022-03-02 14:57:20.537,2022-03-02 15:00:21.525,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:00:21.525,2022-03-02 15:00:30.525,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:00:30.525,2022-03-02 15:01:32.525,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:01:32.525,2022-03-02 15:01:58.512,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:01:58.512,2022-03-02 15:03:20.512,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:03:20.512,2022-03-02 15:03:32.512,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:03:42.512,2022-03-02 15:03:59.512,0,0,0,1,0,0,0,0,0,0
2022-03-02 15:04:04.512,2022-03-02 15:20:58.450,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:20:58.450,2022-03-02 15:22:07.437,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:22:07.437,2022-03-02 15:22:12.437,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:22:12.437,2022-03-02 15:26:09.425,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:26:09.425,2022-03-02 15:30:05.412,0,0,0,0,1,0,0,0,0,0
2022-03-02 15:30:16.412,2022-03-02 15:32:31.400,1,1,0,0,0,0,0,0,0,0
2022-03-02 15:32:31.400,2022-03-02 15:43:35.362,0,0,1,0,0,0,0,0,0,0
2022-03-02 15:43:58.350,2022-03-02 15:46:19.350,1,1,0,0,0,0,0,0,0,0
2022-03-02 15:46:31.350,2022-03-02 15:52:08.325,0,0,1,0,0,0,0,0,0,0
2022-03-02 15:52:08.325,2022-03-02 15:53:39.312,0,0,1,0,0,0,0,0,0,0
2022-03-02 15:53:40.312,2022-03-02 15:53:49.312,0,0,1,0,0,0,0,0,0,0
2022-03-02 15:53:49.312,2022-03-02 16:20:04.212,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:20:23.212,2022-03-02 16:23:20.200,1,1,0,0,0,0,0,0,0,0
2022-03-02 16:23:34.200,2022-03-02 16:25:01.200,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:25:01.200,2022-03-02 16:25:35.200,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:25:35.200,2022-03-02 16:26:41.187,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:26:41.187,2022-03-02 16:28:14.187,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:28:14.187,2022-03-02 16:28:34.187,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:28:34.187,2022-03-02 16:35:38.150,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:35:38.150,2022-03-02 16:37:44.150,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:37:44.150,2022-03-02 16:38:13.150,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:38:21.150,2022-03-02 16:38:49.137,1,1,0,0,0,0,0,0,0,0
2022-03-02 16:38:50.137,2022-03-02 16:39:34.137,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:39:37.137,2022-03-02 16:40:48.137,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:40:48.137,2022-03-02 16:41:25.137,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:41:35.137,2022-03-02 16:43:04.125,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:43:04.125,2022-03-02 16:43:14.125,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:43:14.125,2022-03-02 16:57:39.075,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:57:39.075,2022-03-02 16:58:20.062,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:58:20.062,2022-03-02 16:58:34.062,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:58:34.062,2022-03-02 16:58:56.062,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:58:56.062,2022-03-02 16:59:59.062,0,0,0,0,1,0,0,0,0,0
2022-03-02 16:59:59.062,2022-03-02 17:05:26.037,0,0,0,0,1,0,0,0,0,0
2022-03-02 17:05:26.037,2022-03-02 17:05:33.037,0,0,0,0,1,0,0,0,0,0
2022-03-02 17:05:33.037,2022-03-02 17:12:06.012,0,0,0,0,1,0,0,0,0,0
2022-03-02 17:12:06.012,2022-03-02 17:12:14.012,0,0,0,0,1,0,0,0,0,0
2022-03-02 17:13:11.012,2022-03-02 17:17:36.987,1,1,0,0,0,0,0,0,0,0
2022-03-02 17:18:32.987,2022-03-02 17:18:51.987,0,0,1,0,0,0,0,0,0,0
2022-03-02 17:18:55.987,2022-03-02 17:19:27.987,0,0,1,0,0,0,0,0,0,0
2022-03-02 17:19:27.987,2022-03-02 17:21:16.975,0,0,1,0,0,0,0,0,0,0
2022-03-02 17:21:42.975,2022-03-02 17:23:08.975,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:23:08.975,2022-03-02 17:25:43.962,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:25:43.962,2022-03-02 17:29:05.950,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:29:14.950,2022-03-02 17:29:31.950,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:29:31.950,2022-03-02 17:29:41.950,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:29:41.950,2022-03-02 17:30:18.937,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:30:35.937,2022-03-02 17:32:28.937,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:32:28.937,2022-03-02 17:33:18.937,0,0,1,0,0,0,0,0,0,0
2022-03-02 17:33:18.937,2022-03-02 17:33:29.925,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:33:31.925,2022-03-02 17:33:58.925,0,0,1,0,0,0,0,0,0,0
2022-03-02 17:34:08.925,2022-03-02 17:34:23.925,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:34:37.925,2022-03-02 17:35:01.925,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:35:01.925,2022-03-02 17:35:43.925,0,0,0,0,0,0,0,0,1,0
2022-03-02 17:35:54.925,2022-03-02 17:36:48.912,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:36:48.912,2022-03-02 17:39:26.912,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:39:43.912,2022-03-02 17:42:00.900,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:42:31.900,2022-03-02 17:44:02.887,0,0,0,1,0,0,0,0,0,0
2022-03-02 17:44:44.887,2022-03-02 18:03:23.812,0,0,1,0,0,0,0,0,0,0
2022-03-02 18:03:23.812,2022-03-02 18:03:36.812,0,0,1,0,0,0,0,0,0,0
2022-03-02 18:03:52.812,2022-03-02 18:04:38.812,0,0,1,0,0,0,0,0,0,0
2022-03-02 18:04:41.812,2022-03-02 18:04:47.812,0,0,0,1,0,0,0,0,0,0
2022-03-02 18:04:48.812,2022-03-02 18:08:46.800,0,0,1,0,0,0,0,0,0,0
2022-03-02 18:08:48.800,2022-03-02 18:09:44.787,0,0,1,0,0,0,0,0,0,0
2022-03-02 18:09:46.787,2022-03-02 18:18:17.762,0,0,1,0,0,0,0,0,0,0
2022-03-02 18:18:17.762,2022-03-02 18:19:22.750,0,0,0,1,0,0,0,0,0,0
2022-03-02 18:19:23.750,2022-03-02 18:19:34.750,0,0,1,0,0,0,0,0,0,0
2022-03-02 18:19:35.750,2022-03-02 18:19:47.750,0,0,0,1,0,0,0,0,0,0
2022-03-02 18:19:48.750,2022-03-02 18:20:12.750,0,0,0,1,0,0,0,0,0,0
2022-03-02 18:20:13.750,2022-03-02 18:21:00.750,0,0,0,1,0,0,0,0,0,0
2022-03-02 18:21:01.750,2022-03-02 18:21:58.737,0,0,0,1,0,0,0,0,0,0
2022-03-02 18:21:58.737,2022-03-02 18:23:25.737,0,0,0,0,0,0,1,0,0,0
2022-03-02 18:23:34.737,2022-03-02 18:23:50.737,0,0,0,1,0,0,0,0,0,0
2022-03-02 18:23:56.737,2022-03-02 18:26:58.725,1,1,0,0,0,0,0,0,0,0
2022-03-02 18:27:13.725,2022-03-02 18:39:27.675,0,0,0,0,0,0,1,0,0,0
